baseline,delta
iforest,-0.00220192
iforest,-0.00268478
iforest,0.0012605
iforest,0.00151688
iforest,0.0003041
iforest,-0.00118092
iforest,0.00275065
iforest,0.00234856
iforest,0.00043721
iforest,-0.00073084
iforest,0.00350902
iforest,-7.763e-05
iforest,-0.0002061
iforest,0.00313949
iforest,-0.00049512
iforest,0.00301661
iforest,0.00129415
iforest,-6.539e-05
iforest,0.00166715
iforest,-0.00275152
iforest,0.00106813
iforest,-0.0012673
iforest,-0.00078782
iforest,0.00151211
iforest,0.00239154
iforest,0.00052133
iforest,0.00134215
iforest,-0.00197497
iforest,0.00181643
iforest,0.00339905
iforest,0.00238761
iforest,0.00117581
iforest,-0.00087103
iforest,-0.00122215
iforest,-0.00064743
iforest,-0.0008142
iforest,0.00096792
iforest,0.0002025
iforest,-0.00109101
iforest,-0.00092192
iforest,0.00255232
iforest,0.00023621
iforest,0.00064586
iforest,0.0012773
iforest,0.00315963
iforest,-0.00213907
iforest,-0.00103281
iforest,-0.00177003
iforest,-0.00300303
iforest,-0.0024282
iforest,-0.00229828
iforest,-0.00075643
iforest,-0.00159797
iforest,-0.00075131
iforest,0.00234137
iforest,-0.00045414
iforest,0.00514864
iforest,0.000898
iforest,0.00223572
iforest,-0.00459616
iforest,0.00058774
iforest,-0.00061438
iforest,0.00137493
iforest,0.00016371
iforest,-0.00180995
iforest,-7.357e-05
iforest,-0.00113964
iforest,-0.00166087
iforest,-0.00140135
iforest,0.00012449
iforest,-0.00115483
iforest,0.00019201
iforest,-0.00018214
iforest,0.0026383
iforest,4.267e-05
iforest,0.00174525
iforest,-3.14e-05
iforest,0.00150457
iforest,0.00049158
iforest,0.00055979
iforest,7.638e-05
iforest,0.00079581
iforest,-0.00240849
iforest,-0.00258923
iforest,0.00033643
iforest,-0.00117046
iforest,0.00271464
iforest,0.002789
iforest,-0.00119328
iforest,-0.00065879
iforest,-0.00203978
iforest,0.00133547
iforest,-0.00159761
iforest,-0.00147709
iforest,-0.00088145
iforest,0.00179028
iforest,-0.00023653
iforest,0.00249782
iforest,0.0015439
iforest,-0.00043919
iforest,0.00315626
iforest,0.00147256
iforest,0.00160156
iforest,-0.00015288
iforest,0.00080734
iforest,-0.00045076
iforest,-2.603e-05
iforest,0.00256934
iforest,5.93e-05
iforest,-0.00116686
iforest,0.00116261
iforest,-0.00096858
iforest,0.00030228
iforest,0.00149742
iforest,-0.00137721
iforest,0.00192723
iforest,0.00020893
iforest,0.00088404
iforest,-0.00119616
iforest,-2.447e-05
iforest,0.00036369
iforest,-0.00038016
iforest,-9.839e-05
iforest,-0.00150075
iforest,-0.00172805
iforest,0.00113206
iforest,0.00139375
iforest,0.00103048
iforest,-6.87e-06
iforest,0.00112647
iforest,0.00076064
iforest,0.00086614
iforest,0.00199367
iforest,-0.00085678
iforest,0.00084873
iforest,0.00039972
iforest,-0.00041128
iforest,0.000796
iforest,0.00234608
iforest,-0.00255945
iforest,-0.00211717
iforest,-0.0005568
iforest,-0.00064097
iforest,0.00295197
iforest,-0.00018051
iforest,-0.00077206
iforest,-0.00208254
iforest,0.0022047
iforest,0.0026851
iforest,0.00020223
iforest,0.00095251
iforest,-0.00193011
iforest,0.00119694
iforest,-0.00050808
iforest,0.00418944
iforest,0.00300019
iforest,0.00217491
iforest,-0.00088164
iforest,0.00069346
iforest,0.00138304
iforest,0.00296522
iforest,0.0036711
iforest,0.00039677
iforest,-0.0019009
iforest,-7.917e-05
iforest,0.00173126
iforest,0.00204827
iforest,-0.00105009
iforest,-0.00047319
iforest,0.00329036
iforest,0.00050407
iforest,0.0007989
iforest,-0.00128069
iforest,0.00292286
iforest,-0.00056211
iforest,-0.00107678
iforest,-0.00176558
iforest,0.00292644
iforest,-0.00044863
iforest,-0.00196862
iforest,-0.00052617
iforest,0.0019513
iforest,-0.00054019
iforest,-0.0010824
iforest,-0.00033211
iforest,-0.0003085
iforest,-0.00040253
iforest,-0.00365869
iforest,-0.00165574
iforest,-0.00268053
iforest,0.00125317
iforest,0.00010644
iforest,0.00124755
iforest,0.00199422
iforest,0.00085014
iforest,-0.00056835
iforest,0.00121543
iforest,0.00091332
iforest,0.00194475
iforest,0.00360828
iforest,-0.00124378
iforest,-0.00104155
iforest,-0.00088592
iforest,-0.0009402
iforest,0.00446813
iforest,-2.043e-05
iforest,3.742e-05
iforest,0.00097461
iforest,-3.094e-05
iforest,0.0014443
iforest,-0.0007585
iforest,-0.0010648
iforest,-0.0001646
iforest,0.00204025
iforest,0.00134313
iforest,-0.0023621
iforest,0.0004004
iforest,-0.00392399
iforest,0.00110804
iforest,-0.00061045
iforest,0.00026742
iforest,0.00011027
iforest,-0.00433469
iforest,-0.00205204
iforest,-0.00061724
iforest,-0.00088309
iforest,-0.00064241
iforest,0.00304021
iforest,-0.00115535
iforest,-0.00261533
iforest,-0.00082855
iforest,-0.00115998
iforest,0.00213759
iforest,0.00055489
iforest,-0.00241566
iforest,-0.00019406
iforest,0.00125585
iforest,-0.00113592
iforest,-0.00019425
iforest,0.00097034
iforest,0.00052986
iforest,-0.00046096
iforest,0.00106579
iforest,0.00026007
iforest,-0.00191134
iforest,-0.00014111
iforest,0.00107347
iforest,0.00050474
iforest,-1.169e-05
iforest,0.00047805
iforest,-0.00025363
iforest,-0.00101242
iforest,-0.00106799
iforest,0.00221066
iforest,0.00051606
iforest,-0.00185857
iforest,0.00407978
iforest,0.00226928
iforest,-0.00050781
iforest,-0.00106349
iforest,-0.00299102
iforest,0.00169117
iforest,0.00152042
iforest,0.00053934
iforest,0.00334017
iforest,0.00189522
iforest,0.00292252
iforest,0.00232043
iforest,-0.00149854
iforest,0.00035253
iforest,-0.00251396
iforest,-0.00022279
iforest,0.00152742
iforest,-0.00157702
iforest,-0.00035033
iforest,0.00046927
iforest,0.0009325
iforest,0.00272903
iforest,0.00130026
iforest,-0.00267713
iforest,-0.00018485
iforest,0.00394669
iforest,0.00350736
iforest,0.00081164
iforest,0.00229886
iforest,-0.0004296
iforest,-0.00140944
iforest,-0.00074849
iforest,-0.00088289
iforest,-0.00071862
iforest,-0.00179532
iforest,0.00111959
iforest,-0.00094808
iforest,0.00270026
iforest,0.00023776
iforest,0.00214525
iforest,-0.00346036
iforest,0.00252162
iforest,-0.00363881
iforest,-0.00037105
iforest,-0.00012573
iforest,0.00281093
iforest,-0.00149342
iforest,0.00076836
iforest,-0.00210276
iforest,-0.00036001
iforest,-0.00092207
iforest,0.00269651
iforest,0.00406065
iforest,0.00072223
iforest,0.0005977
iforest,0.0023431
iforest,-0.00064862
iforest,-0.00101757
iforest,0.00032224
iforest,0.00269412
iforest,-8.719e-05
iforest,-0.00131346
iforest,-0.00037886
iforest,0.00152883
iforest,-0.00026771
iforest,-0.00011768
iforest,-0.00192687
iforest,0.00141251
iforest,0.00256494
iforest,-0.00197444
iforest,7.09e-06
iforest,-0.00178862
iforest,-5.956e-05
iforest,-0.00033537
iforest,-0.00023864
iforest,6.655e-05
iforest,-0.00076546
iforest,0.00114593
iforest,0.00171809
iforest,-0.00597487
iforest,-0.00088892
iforest,-0.00275209
iforest,-0.00161541
iforest,0.00147453
iforest,-0.00121212
iforest,0.00011594
iforest,-0.00084798
iforest,-0.00235911
iforest,0.00174292
iforest,-0.00055305
iforest,-0.00098288
iforest,-0.0001726
iforest,-0.00057051
iforest,-0.0005767
iforest,0.00383729
iforest,7.932e-05
iforest,-0.00172423
iforest,0.00143407
iforest,-0.0005483
iforest,0.00053558
iforest,0.00373783
iforest,0.00067278
iforest,-0.00082947
iforest,0.00113399
iforest,0.00122517
iforest,0.00015018
iforest,0.00124976
iforest,0.00057941
iforest,0.00197526
iforest,-0.00114122
iforest,-0.00104251
iforest,-1.451e-05
iforest,0.00327562
iforest,-0.00013367
iforest,-0.00080727
iforest,0.00119252
iforest,0.00116267
iforest,-0.00294146
iforest,0.00144872
iforest,-0.00132553
iforest,-0.00101856
iforest,-0.00169518
iforest,0.00148092
iforest,0.00066905
iforest,0.00088597
iforest,0.0028222
iforest,-0.0001527
iforest,-0.00151331
iforest,-0.00042353
iforest,-0.00202647
iforest,6.733e-05
iforest,-0.00123477
iforest,0.00503248
iforest,-0.00099614
iforest,-0.00141733
iforest,-0.0005099
iforest,0.00241922
iforest,0.00040006
iforest,0.00302838
iforest,-0.00072612
iforest,-0.00141933
iforest,-0.00196358
iforest,0.00073267
iforest,-0.00251188
iforest,0.00137542
iforest,0.00094161
iforest,0.0043277
iforest,0.00259179
iforest,-0.00123807
iforest,-0.00036272
iforest,0.00297863
iforest,0.00053135
iforest,0.00025649
iforest,0.00264271
iforest,-0.0006469
iforest,-0.00078688
iforest,6.315e-05
iforest,-0.00144555
iforest,-0.00234507
iforest,0.00043807
iforest,0.00226594
iforest,-0.00214544
iforest,0.00301596
iforest,0.00101545
iforest,-0.00096455
iforest,0.00010649
iforest,-0.00290921
iforest,0.00268849
iforest,0.00057162
iforest,0.00244516
iforest,0.00127862
iforest,0.00260468
iforest,0.00071991
iforest,-0.00043062
iforest,-0.00146473
iforest,0.00214086
iforest,0.00121909
iforest,0.00048038
iforest,-0.00174849
iforest,-0.00041625
iforest,-0.00498422
iforest,-0.00282129
iforest,5.47e-05
iforest,0.00149631
iforest,-0.00167518
iforest,-0.00028604
iforest,0.00402691
iforest,-0.0009843
iforest,0.00030245
iforest,0.00166771
iforest,-0.00202024
iforest,-0.00081588
iforest,-0.00125391
iforest,-0.00011182
iforest,-0.00111256
iforest,-0.00046866
iforest,0.00045811
iforest,0.00070361
iforest,0.00268066
iforest,-0.00268531
iforest,0.00049675
iforest,0.0001649
iforest,0.00033902
iforest,0.00274437
iforest,0.00285348
iforest,0.00089406
iforest,0.00402134
iforest,-0.00114426
iforest,0.00286234
iforest,0.00523748
iforest,0.00143423
iforest,-0.00066834
iforest,-9.56e-05
iforest,-0.00328461
iforest,-0.00063222
iforest,-0.00205238
iforest,0.00129236
iforest,0.00057999
iforest,-0.00143357
iforest,0.00464052
iforest,-0.00022395
iforest,-0.00141084
iforest,0.00135511
iforest,0.00098944
iforest,-0.00160704
iforest,-0.00022916
iforest,0.00053124
iforest,0.00091051
iforest,0.00033433
iforest,0.00377105
iforest,-0.00052543
iforest,-0.0014354
iforest,0.00263569
iforest,0.0032931
iforest,0.00104049
iforest,0.00058756
iforest,-0.00190758
iforest,0.00274871
iforest,-0.00045509
iforest,0.00053697
iforest,0.00010286
iforest,-0.00211627
iforest,4.173e-05
iforest,-0.00042072
iforest,0.00238273
iforest,-0.00068324
iforest,0.00155877
iforest,0.00356573
iforest,0.0020789
iforest,0.0002749
iforest,-0.00226272
iforest,-0.00260811
iforest,-0.00130105
iforest,-0.00046728
iforest,0.00375477
iforest,0.00447463
iforest,-0.00069679
iforest,-0.00027243
iforest,0.00160277
iforest,-0.00052766
iforest,0.00251829
iforest,0.00052687
iforest,0.00179636
iforest,0.00087275
iforest,-0.00358749
iforest,0.00056984
iforest,-0.00262147
iforest,0.00268937
iforest,0.00104567
iforest,0.00197561
iforest,-0.00302635
iforest,0.00053525
iforest,-0.00094489
iforest,-0.00061106
iforest,0.00097696
iforest,-0.00130203
iforest,0.00223229
iforest,-0.00084931
iforest,-0.00021788
iforest,0.0021193
iforest,0.00021233
iforest,0.00325313
iforest,0.00048129
iforest,0.0022855
iforest,0.00168828
iforest,-0.00109103
iforest,0.00094591
iforest,-0.00059733
iforest,-0.00137467
iforest,0.00147573
iforest,-0.00222421
iforest,-0.00194216
iforest,-0.0009573
iforest,-0.00048411
iforest,0.00190177
iforest,-0.00177761
iforest,-0.00095586
iforest,-0.00277291
iforest,-0.00068992
iforest,0.00053478
iforest,-0.00128539
iforest,-0.00170344
iforest,-0.00116601
iforest,0.00207234
iforest,0.00285005
iforest,0.00089255
iforest,-0.00198351
iforest,-0.004164
iforest,8.886e-05
iforest,0.00213672
iforest,-0.00043984
iforest,-0.00020993
iforest,0.00141706
iforest,0.00054602
iforest,0.00206228
iforest,0.00023817
iforest,0.00184076
iforest,0.00244603
iforest,4.636e-05
iforest,-0.00141696
iforest,0.0005103
iforest,-0.00087603
iforest,0.00174711
iforest,0.00057587
iforest,0.00355339
iforest,0.00130455
iforest,-0.00076933
iforest,0.00384716
iforest,9.854e-05
iforest,-0.00130362
iforest,-0.00158352
iforest,0.0007301
iforest,-0.00091836
iforest,0.0001309
iforest,0.00201185
iforest,0.00053359
iforest,0.00153741
iforest,0.00109407
iforest,0.00280043
iforest,0.002005
iforest,0.00266448
iforest,-0.0001268
iforest,0.00221581
iforest,0.00053774
iforest,-0.00176441
iforest,-4.487e-05
iforest,3.4e-07
iforest,0.00101796
iforest,-0.00161781
iforest,0.00070683
iforest,0.00047888
iforest,0.00085465
iforest,0.00184786
iforest,-0.00177727
iforest,0.00052589
iforest,-0.00173013
iforest,-0.00014039
iforest,-0.00094084
iforest,0.00051563
iforest,2.801e-05
iforest,-0.00077471
iforest,-0.00287706
iforest,-0.00263174
iforest,0.00123974
iforest,-0.00087437
iforest,0.00075339
iforest,0.00112553
iforest,0.00158394
iforest,-0.00188331
iforest,-0.0031238
iforest,-0.0009864
iforest,0.00053808
iforest,-0.00066632
iforest,-0.00063485
iforest,-0.001129
iforest,-0.00027868
iforest,0.00036509
iforest,0.00414907
iforest,-0.00096654
iforest,0.00063698
iforest,0.00057356
iforest,-0.00111385
iforest,0.0007186
iforest,-0.00146373
iforest,-0.00243518
iforest,0.00138256
iforest,3.604e-05
iforest,-0.00263366
iforest,0.00147759
iforest,0.00078417
iforest,0.00022969
iforest,-0.00063605
iforest,9.945e-05
iforest,0.00050934
iforest,0.00028685
iforest,0.00101126
iforest,-0.00108736
iforest,-0.00217733
iforest,0.00275372
iforest,0.00049444
iforest,0.00229086
iforest,0.00180923
iforest,-0.0010569
iforest,-0.00013231
iforest,0.00090933
iforest,0.00329302
iforest,0.00172729
iforest,-0.0006442
iforest,0.00191785
iforest,0.00132099
iforest,-0.00030245
iforest,-0.00082423
iforest,-0.00114054
iforest,-0.0014879
iforest,0.00295749
iforest,0.00036176
iforest,0.00183223
iforest,0.00091236
iforest,0.00254041
iforest,0.00070137
iforest,0.00102565
iforest,0.00241659
iforest,-0.00187691
iforest,0.00127395
iforest,0.00285507
iforest,-0.0003623
iforest,0.00039924
iforest,0.00254811
iforest,-0.00321694
iforest,-0.00172154
iforest,4.121e-05
iforest,5.853e-05
iforest,0.00364521
iforest,-0.00289055
iforest,0.00055264
iforest,0.00124597
iforest,0.00230768
iforest,0.00072286
iforest,0.00190282
iforest,0.00110986
iforest,-0.00075703
iforest,-0.00162386
iforest,0.00177249
iforest,0.00084256
iforest,0.00074774
iforest,0.00162525
iforest,0.00286766
iforest,-0.00232697
iforest,-0.00095114
iforest,-0.00085098
iforest,-0.00130914
iforest,0.00124271
iforest,0.00153497
iforest,-0.00078777
iforest,0.00065254
iforest,0.00278589
iforest,-0.00040432
iforest,0.00199015
iforest,0.00013912
iforest,-0.00087787
iforest,-0.00315947
iforest,0.00021375
iforest,-0.0013064
iforest,-0.00079225
iforest,0.003239
iforest,-0.00039284
iforest,0.0026083
iforest,-0.00053142
iforest,-3.61e-05
iforest,0.00025682
iforest,-0.00066792
iforest,0.00174729
iforest,0.00111639
iforest,-0.00286101
iforest,-0.00302777
iforest,0.00157589
iforest,-0.00064353
iforest,-0.00057253
iforest,-0.00176591
iforest,0.00080238
iforest,-0.00092719
iforest,0.00031186
iforest,0.00100393
iforest,0.00038892
iforest,0.00012239
iforest,-0.001248
iforest,-0.00114059
iforest,-0.00193925
iforest,-0.00215737
iforest,-0.00040929
iforest,0.00411539
iforest,0.00106989
iforest,-0.0002096
iforest,-0.00098843
iforest,-0.00038914
iforest,0.00271538
iforest,-0.00629542
iforest,-0.00165251
iforest,-0.0014899
iforest,-0.00179407
iforest,-6.04e-05
iforest,-0.00276683
iforest,-8.494e-05
iforest,0.00363862
iforest,0.00116169
iforest,-0.00244808
iforest,-0.00304658
iforest,0.00188139
iforest,0.00056757
iforest,-0.00060293
iforest,0.00061816
iforest,0.00088725
iforest,-0.00099748
iforest,0.00103999
iforest,-0.00013777
iforest,0.00088436
iforest,0.00249478
iforest,0.00211341
iforest,-0.00061383
iforest,0.00292747
iforest,0.00054849
iforest,-0.00090108
iforest,0.0013164
iforest,-0.00252862
iforest,-0.00056908
iforest,0.00096437
iforest,-0.0022823
iforest,-0.00117056
iforest,-0.00012872
iforest,0.00120483
iforest,0.00189905
iforest,0.00053893
iforest,0.00040694
iforest,-0.0008468
iforest,0.0006112
iforest,0.00275162
iforest,0.00189493
iforest,0.00059651
iforest,-0.00034223
iforest,-0.00032173
iforest,0.00033113
iforest,0.00035911
iforest,0.0001756
iforest,0.00299297
iforest,-0.00109287
iforest,0.00085427
iforest,0.00226847
iforest,0.00339233
iforest,0.00156782
iforest,9.609e-05
iforest,0.00114711
iforest,0.00208558
iforest,0.00251135
iforest,-0.00183519
iforest,0.00136277
iforest,-0.00036468
iforest,-0.00010901
iforest,-0.00353497
iforest,-0.00044609
iforest,-0.00257608
iforest,0.00074403
iforest,-0.00161098
iforest,0.00129004
iforest,-0.00321437
iforest,0.00156156
iforest,0.00158672
iforest,-0.00078566
iforest,0.00332441
iforest,0.00115593
iforest,0.00317227
iforest,0.00054872
iforest,0.00159055
iforest,0.00113722
iforest,0.00054987
iforest,-0.00082337
iforest,-0.00240466
iforest,0.00267538
iforest,-0.00109077
iforest,0.00028366
iforest,0.00106698
iforest,0.00278484
iforest,0.00245608
iforest,-0.00219452
iforest,-0.00019997
iforest,0.00347864
iforest,-0.00225871
iforest,-0.00108798
iforest,0.00018532
iforest,0.00104873
iforest,-0.0027624
iforest,0.00137487
iforest,0.00152255
iforest,-0.00228925
iforest,0.00266244
iforest,0.0010773
iforest,0.0012743
iforest,0.00100088
iforest,-0.00155361
iforest,-0.00083594
iforest,0.00204776
iforest,-0.00024836
iforest,0.00072029
iforest,-8.005e-05
iforest,0.00125291
iforest,-0.00024362
iforest,0.00076211
iforest,0.00033695
iforest,3.564e-05
iforest,0.00071306
iforest,-0.00160548
iforest,-0.00038707
iforest,0.0006003
iforest,0.00055974
iforest,0.00248566
iforest,0.00146717
iforest,-0.00089535
iforest,0.00010796
iforest,0.00198592
iforest,-0.00109432
iforest,-0.00124167
iforest,-0.00164862
iforest,-7.516e-05
iforest,0.00177393
iforest,0.00105219
iforest,0.00129505
iforest,-0.00045704
iforest,0.0017218
iforest,0.00443595
iforest,0.00060197
iforest,-0.00233315
iforest,0.00388845
iforest,-0.00201571
iforest,0.00050149
iforest,-0.00292523
iforest,0.00393412
iforest,0.0003541
iforest,0.00294872
iforest,0.00403268
iforest,0.00017365
iforest,0.00042663
iforest,-0.00090157
iforest,-0.00013531
iforest,-0.00144291
iforest,-0.00024355
iforest,0.00077687
iforest,0.00199095
iforest,0.00037643
iforest,0.00222712
iforest,0.00213683
iforest,0.00112476
iforest,0.00169258
iforest,0.00138023
iforest,-0.00015368
iforest,0.00160101
iforest,0.00126485
iforest,0.00015429
iforest,0.00136958
iforest,0.00081247
iforest,0.00096141
iforest,-0.00160202
iforest,0.00016312
iforest,0.00208913
iforest,-0.00086274
iforest,-0.0039024
iforest,0.00020909
iforest,0.00046907
iforest,0.00169353
iforest,0.00080858
iforest,-0.00095883
iforest,0.00296288
iforest,-0.00016272
iforest,0.00184031
iforest,0.00063497
iforest,8.013e-05
iforest,3.838e-05
iforest,-0.00468699
iforest,-0.00031048
iforest,0.00063771
iforest,0.00101822
iforest,-0.00049463
iforest,0.00086738
iforest,-0.0031943
iforest,0.00170346
iforest,-0.0002708
iforest,0.0012699
iforest,-0.00208478
iforest,-0.00172533
iforest,0.00034368
iforest,0.00081575
iforest,0.00078759
iforest,-0.00137716
iforest,0.00190346
iforest,-0.00225831
iforest,0.00284417
iforest,-0.00137299
iforest,-0.00086471
iforest,-0.00072053
iforest,0.00126959
iforest,0.00032799
iforest,0.00270825
iforest,-0.00071692
iforest,0.00048377
iforest,0.00155915
iforest,-0.00042734
iforest,-0.00152153
iforest,0.00143362
iforest,-0.00294755
iforest,0.00075026
iforest,0.00111715
iforest,-0.00199733
iforest,0.00176397
iforest,0.00182383
iforest,-0.00010113
iforest,0.00154476
iforest,-0.00092562
iforest,3.81e-05
iforest,-0.00157257
iforest,-2.834e-05
iforest,0.00048769
iforest,-9.545e-05
iforest,0.00050457
iforest,0.00063254
iforest,0.00030608
iforest,0.00146025
iforest,-0.00115962
iforest,0.00071771
iforest,-0.00283709
iforest,-0.00254354
iforest,-0.00045527
iforest,-0.00029363
iforest,-0.0001597
iforest,0.00277141
iforest,0.00272191
iforest,7.252e-05
iforest,-0.00054485
iforest,0.00224605
iforest,0.00077216
iforest,-0.00078181
iforest,0.00227981
iforest,-0.00200706
iforest,0.00139653
iforest,0.00017902
iforest,-8.779e-05
iforest,-0.00098473
iforest,0.00324305
iforest,0.00117583
iforest,0.00544744
iforest,-0.00178794
iforest,0.0022049
iforest,-0.00086771
iforest,0.00017673
iforest,-0.00057544
iforest,0.00046586
iforest,0.00085023
iforest,0.00039354
iforest,-0.00011403
iforest,-0.00029637
iforest,0.00293394
iforest,0.00139442
iforest,0.00101077
iforest,-0.00023615
iforest,0.00154868
iforest,0.00052525
iforest,0.00085435
iforest,-0.00115361
iforest,-0.0014407
iforest,-7.08e-06
iforest,-0.0006844
iforest,-0.00036226
iforest,0.00055985
iforest,0.0026561
iforest,0.0003183
iforest,0.00029328
iforest,0.00111571
iforest,0.00098389
iforest,0.00082126
iforest,0.0023622
iforest,0.00207177
iforest,-0.00031476
iforest,0.00152039
iforest,0.00320621
iforest,-0.00140524
iforest,-0.00082862
iforest,-0.00111806
iforest,0.00075794
iforest,-7.766e-05
iforest,-0.00199766
iforest,0.00199082
iforest,0.00121424
iforest,-0.00140993
iforest,0.00099613
iforest,-0.00038277
iforest,-0.00205831
iforest,0.00072542
iforest,0.00428435
iforest,0.00032161
iforest,0.00076861
iforest,0.00240845
iforest,-0.00215328
iforest,0.00155992
iforest,0.00136352
iforest,-0.00083705
iforest,0.0010439
iforest,-0.00224137
iforest,0.00045772
iforest,-0.00035456
iforest,0.00115832
iforest,-0.00101052
iforest,0.00126972
iforest,0.00016961
iforest,0.00097517
iforest,0.00182629
iforest,0.0019553
iforest,-0.00049909
iforest,-0.00032985
iforest,0.00249551
iforest,0.00071331
iforest,0.00079066
iforest,0.00021423
iforest,0.00315214
iforest,7.482e-05
iforest,0.00080027
iforest,-0.00117989
iforest,-0.00146172
iforest,0.00083627
iforest,0.00193399
iforest,-0.0008525
iforest,0.00201319
iforest,0.00022353
iforest,0.00215736
iforest,-0.00160325
iforest,-0.0009862
iforest,0.00123149
iforest,-0.00161556
iforest,0.0009989
iforest,-0.00124033
iforest,-0.00072718
iforest,-0.00183722
iforest,0.00026297
iforest,-0.00043967
iforest,-0.00068877
iforest,-0.00118532
iforest,-0.0002842
iforest,0.00041249
iforest,-0.00081505
iforest,0.0040747
iforest,-0.00106031
iforest,-0.00042072
iforest,0.00020173
iforest,0.0026205
iforest,0.0021052
iforest,-0.00179862
iforest,0.0013425
iforest,0.00165499
iforest,-0.00091472
iforest,0.00034245
iforest,-0.00138522
iforest,-0.0003714
iforest,-0.00038969
iforest,0.00314241
iforest,-0.00070103
iforest,0.00010357
iforest,-0.00481223
iforest,-0.00049308
iforest,0.00143519
iforest,-0.00318936
iforest,-5.804e-05
iforest,0.00154337
iforest,-0.00071514
iforest,-0.00170762
iforest,-0.00081284
iforest,-0.00064577
iforest,-0.00202657
iforest,-0.00433612
iforest,0.00274543
iforest,-0.00157372
iforest,-0.00101667
iforest,0.00030135
iforest,0.00146018
iforest,0.0012771
iforest,0.00185036
iforest,0.00085052
iforest,-0.00087441
iforest,-0.00078381
iforest,0.00256172
iforest,0.00015863
iforest,0.00186292
iforest,0.00120945
iforest,-0.00112043
iforest,-0.00386785
iforest,-0.00081161
iforest,-0.00074563
iforest,1.18e-05
iforest,0.00133438
iforest,-0.00158996
iforest,0.00418811
iforest,0.00091666
iforest,0.00233209
iforest,0.00393912
iforest,0.00071267
iforest,-0.00034928
iforest,-0.00183713
iforest,0.00127059
iforest,0.00285142
iforest,0.00179088
iforest,-0.00141715
iforest,-0.00015181
iforest,0.00194994
iforest,3.114e-05
iforest,-0.000647
iforest,-0.00070773
iforest,-0.00203601
iforest,-1.877e-05
iforest,0.00343865
iforest,0.00172385
iforest,0.00134345
iforest,-0.00238653
iforest,-0.00102757
iforest,0.00172584
iforest,0.00020595
iforest,0.00098822
iforest,-0.00025416
iforest,0.00226433
iforest,-0.00408308
iforest,0.00048288
iforest,0.00316208
iforest,0.00187531
iforest,-0.00041368
iforest,0.00054473
iforest,-0.00048376
iforest,0.00162407
iforest,-1.737e-05
iforest,0.00142339
iforest,-0.00100376
iforest,0.00159929
iforest,0.00263822
iforest,-0.00385732
iforest,-0.0035992
iforest,0.00047363
iforest,0.00053815
iforest,-0.00055937
iforest,0.00072136
iforest,0.00156824
iforest,-0.00423268
iforest,0.00088067
iforest,0.00123717
iforest,0.00053344
iforest,0.00234146
iforest,-0.00158304
iforest,-0.00044114
iforest,-0.00129398
iforest,0.00080814
iforest,-0.00046273
iforest,8.664e-05
iforest,-0.00057334
iforest,0.00204677
iforest,0.00035109
iforest,-0.0002174
iforest,0.00017029
iforest,-0.00164797
iforest,0.00044774
iforest,-0.00074043
iforest,-0.00123648
iforest,-0.00129609
iforest,0.00199571
iforest,0.00281246
iforest,-0.00031195
iforest,-0.00081593
iforest,-0.00065987
iforest,-0.00174892
iforest,0.00027165
iforest,0.00058929
iforest,-0.00160117
iforest,-0.00017403
iforest,-0.00023021
iforest,0.00127885
iforest,0.00141736
iforest,-0.00135522
iforest,-0.00190805
iforest,0.0022211
iforest,0.00202003
iforest,0.00132581
iforest,0.00026999
iforest,8.414e-05
iforest,0.00062507
iforest,-0.00066328
iforest,0.00077915
iforest,0.00167715
iforest,-0.00110995
iforest,-1.77e-06
iforest,-0.00080209
iforest,-0.00111631
iforest,0.00066342
iforest,0.00125781
iforest,-3.136e-05
iforest,0.00286229
iforest,0.00151096
iforest,0.00299439
iforest,-0.00114822
iforest,0.00031881
iforest,-0.0005425
iforest,-0.00134242
iforest,0.00188908
iforest,0.00152259
iforest,0.00396256
iforest,-0.00114786
iforest,-0.00109636
iforest,0.00034286
iforest,0.00034719
iforest,-6.03e-06
iforest,-0.00125453
iforest,-0.00079305
iforest,0.00322519
iforest,0.00152913
iforest,-0.00193527
iforest,0.00151267
iforest,0.00100647
iforest,0.00292855
iforest,-0.00419403
iforest,-0.00172782
iforest,-0.0001145
iforest,0.00169836
iforest,-0.00130531
iforest,2.79e-06
iforest,0.00201469
iforest,-0.00131712
iforest,-2.135e-05
iforest,-0.00119483
iforest,-0.00112077
iforest,-0.00157333
iforest,0.0016468
iforest,-0.00128445
iforest,0.00061451
iforest,-0.0015299
iforest,0.00043169
iforest,0.00276466
iforest,0.00064112
iforest,0.00123802
iforest,-0.00283729
iforest,0.00180149
iforest,0.00018989
iforest,0.00100379
iforest,0.00082571
iforest,0.00018602
iforest,0.00149687
iforest,-0.00044389
iforest,0.00073423
iforest,-0.00037081
iforest,-0.00042409
iforest,-0.00044562
iforest,-0.00312668
iforest,0.00109854
iforest,-0.00039704
iforest,-0.00052778
iforest,0.0011413
iforest,0.00080436
iforest,0.00118438
iforest,0.0007928
iforest,-0.00033927
iforest,-0.00175068
iforest,-0.00032039
iforest,-0.00190875
iforest,-8.515e-05
iforest,0.00094413
iforest,0.00051845
iforest,0.00114082
iforest,0.00021446
iforest,0.00062532
iforest,0.00271356
iforest,-0.00183568
iforest,0.00061644
iforest,-0.00179087
iforest,-0.00023846
iforest,-0.0002958
iforest,0.00346329
iforest,0.00088203
iforest,0.00132126
